CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG421623,09/12/2023 05:00:00 PM,034XX S RHODES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,211,4,07,1180458,1882340,41.832402748,-87.613371678,"(41.832402748, -87.613371678)"
JG421953,09/12/2023 11:33:00 PM,016XX E 74TH PL,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,324,8,08A,1188511,1855912,41.759693428,-87.584669047,"(41.759693428, -87.584669047)"
JG466924,10/17/2023 07:52:00 AM,021XX W 51ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,931,15,14,1163076,1870829,41.801197288,-87.677470976,"(41.801197288, -87.677470976)"
JG422162,09/12/2023 10:35:00 PM,057XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1511,29,14,1137904,1903719,41.891942308,-87.768994517,"(41.891942308, -87.768994517)"
JG467524,10/17/2023 11:00:00 AM,082XX S EVANS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,631,6,07,1182661,1850529,41.745059616,-87.606275692,"(41.745059616, -87.606275692)"
JG466616,10/17/2023 03:25:00 AM,005XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,CTA PLATFORM,N,N,1214,27,08A,1170867,1903766,41.891412551,-87.647934597,"(41.891412551, -87.647934597)"
JG435496,09/22/2023 10:30:00 PM,042XX S LANGLEY AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,214,4,07,1181637,1877017,41.817768853,-87.609210424,"(41.817768853, -87.609210424)"
JG435412,09/22/2023 07:00:00 PM,043XX W 26TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,N,N,1031,22,03,1147866,1886365,41.844135216,-87.73285389,"(41.844135216, -87.73285389)"
JG450827,10/04/2023 04:22:00 PM,038XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1112,37,18,1150495,1905065,41.895399316,-87.722717682,"(41.895399316, -87.722717682)"
JG434480,09/22/2023 12:23:00 PM,047XX W FULLERTON AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,2521,31,08B,1144208,1915535,41.924250576,-87.745545036,"(41.924250576, -87.745545036)"
JG437428,09/22/2023 09:30:00 PM,037XX W DOUGLAS BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,1011,24,14,1151498,1892947,41.862126562,-87.719352273,"(41.862126562, -87.719352273)"
JG435938,09/22/2023 08:30:00 PM,122XX S STATE ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,523,9,08B,1178458,1823871,41.672002853,-87.622482364,"(41.672002853, -87.622482364)"
JG424892,09/13/2023 09:00:00 AM,069XX N OAKLEY AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,2411,40,10,1159635,1945674,42.006649352,-87.688025595,"(42.006649352, -87.688025595)"
JG423244,09/13/2023 09:58:00 PM,019XX W 66TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,ALLEY,Y,N,726,16,26,1164348,1860891,41.77389942,-87.673085966,"(41.77389942, -87.673085966)"
JG435049,09/22/2023 07:08:00 PM,130XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,533,10,08B,1184475,1818600,41.657400152,-87.600624324,"(41.657400152, -87.600624324)"
JG422479,09/13/2023 10:00:00 AM,059XX N GLENWOOD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,2013,48,08A,1165910,1939379,41.989243623,-87.665119726,"(41.989243623, -87.665119726)"
JG423974,09/13/2023 08:00:00 PM,009XX W DIVERSEY PKWY,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1935,43,06,1169315,1918782,41.932651187,-87.653197025,"(41.932651187, -87.653197025)"
JG422758,09/13/2023 02:30:00 PM,060XX W 64TH ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,812,13,08B,1137271,1861477,41.776035076,-87.77233246,"(41.776035076, -87.77233246)"
JG457959,09/29/2023 08:30:00 AM,036XX S MICHIGAN AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,N,N,212,3,11,1177787,1881111,41.829091287,-87.623209136,"(41.829091287, -87.623209136)"
JG434025,09/22/2023 04:41:00 AM,074XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,835,18,14,1160335,1855089,41.758061486,-87.687956479,"(41.758061486, -87.687956479)"
JG436370,09/22/2023 10:00:00 PM,021XX W 71ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,735,17,14,1163445,1857228,41.763866617,-87.67649874,"(41.763866617, -87.67649874)"
JG434690,09/22/2023 02:10:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1833,2,06,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG434458,09/22/2023 11:59:00 AM,001XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,114,34,06,1177271,1901522,41.885112119,-87.624484053,"(41.885112119, -87.624484053)"
JG435457,09/22/2023 09:00:00 PM,066XX S MICHIGAN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,322,6,07,1178078,1861115,41.774213822,-87.622747983,"(41.774213822, -87.622747983)"
JG451251,10/04/2023 04:00:00 PM,007XX S FINANCIAL PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,123,34,07,1175104,1897037,41.87285385,-87.632576028,"(41.87285385, -87.632576028)"
JG450501,10/04/2023 12:56:00 PM,062XX S PULASKI RD,0460,BATTERY,SIMPLE,CTA BUS,N,N,813,13,08B,1150781,1862698,41.779133172,-87.722773335,"(41.779133172, -87.722773335)"
JG451629,10/05/2023 12:00:00 AM,056XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,824,15,14,1160992,1867151,41.791147759,-87.685215478,"(41.791147759, -87.685215478)"
JG423473,09/14/2023 06:50:00 AM,064XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,2412,50,14,1153860,1942531,41.998142301,-87.709357038,"(41.998142301, -87.709357038)"
JG423403,09/14/2023 02:30:00 AM,052XX S CORNELL AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,234,5,08B,1188053,1870811,41.8005884,-87.585872944,"(41.8005884, -87.585872944)"
JG426833,09/14/2023 03:00:00 PM,002XX W SCOTT ST,0810,THEFT,OVER $500,STREET,N,N,1821,2,06,1174262,1908722,41.904936985,-87.635318391,"(41.904936985, -87.635318391)"
JG424959,09/14/2023 07:30:00 PM,061XX N WINCHESTER AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2413,40,07,1162257,1940985,41.993727965,-87.678510805,"(41.993727965, -87.678510805)"
JG431625,09/13/2023 08:00:00 AM,034XX N RACINE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1924,44,11,1167683,1922803,41.943720372,-87.659078198,"(41.943720372, -87.659078198)"
JG498175,11/09/2023 06:16:00 PM,038XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,1122,28,14,1150770,1898411,41.877134658,-87.721881801,"(41.877134658, -87.721881801)"
JG467874,10/17/2023 08:42:00 PM,082XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,Y,N,631,6,15,1177732,1850157,41.744151668,-87.62434741,"(41.744151668, -87.62434741)"
JG467873,10/17/2023 05:30:00 PM,034XX W CHICAGO AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1121,27,03,1153147,1905118,41.895492548,-87.712976061,"(41.895492548, -87.712976061)"
JG436403,09/23/2023 08:45:00 PM,006XX N MONTICELLO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1122,27,15,1151940,1903936,41.892272884,-87.717440276,"(41.892272884, -87.717440276)"
JG505469,11/09/2023 09:00:00 AM,030XX N CLYBOURN AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",RESIDENCE,N,N,1931,32,07,1160841,1920209,41.936747209,-87.684298326,"(41.936747209, -87.684298326)"
JG497954,11/09/2023 04:08:00 PM,016XX W HOWARD ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",GOVERNMENT BUILDING / PROPERTY,N,N,2422,49,08B,1164177,1950345,42.019371503,-87.671181992,"(42.019371503, -87.671181992)"
JG435285,09/23/2023 01:14:00 AM,081XX S MORGAN ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,613,17,15,1171058,1850949,41.746473315,-87.648778489,"(41.746473315, -87.648778489)"
JG436091,09/23/2023 02:18:00 PM,049XX W BELDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,2522,31,14,1143208,1914849,41.922386873,-87.749236662,"(41.922386873, -87.749236662)"
JG435916,09/23/2023 11:07:00 AM,010XX N MARSHFIELD AVE,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,APARTMENT,N,N,1213,1,26,1165209,1906936,41.900233404,-87.668623485,"(41.900233404, -87.668623485)"
JG436443,09/23/2023 01:00:00 AM,095XX S FOREST AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,511,9,14,1179931,1841822,41.721229417,-87.616544445,"(41.721229417, -87.616544445)"
JG436273,09/23/2023 03:00:00 PM,008XX N MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1833,2,07,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG497338,11/09/2023 04:08:00 AM,029XX N CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,1934,44,05,1171076,1919667,41.935041148,-87.646699536,"(41.935041148, -87.646699536)"
JG498169,11/09/2023 06:30:00 PM,035XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,CTA BUS,N,N,1121,27,06,1152820,1905111,41.895479821,-87.714177247,"(41.895479821, -87.714177247)"
JG498271,11/09/2023 08:20:00 PM,059XX S DR MARTIN LUTHER KING JR DR,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,232,20,03,1179937,1865783,41.786980919,-87.615790496,"(41.786980919, -87.615790496)"
JG499114,11/09/2023 09:50:00 AM,059XX N GLENWOOD AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,2013,48,08B,1165910,1939379,41.989243623,-87.665119726,"(41.989243623, -87.665119726)"
JG492406,10/01/2023 01:00:00 PM,013XX N MILWAUKEE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1424,1,04A,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JG484435,10/30/2023 12:30:00 AM,057XX S KEDZIE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESTAURANT,N,N,824,14,15,1156029,1866393,41.789168928,-87.703434226,"(41.789168928, -87.703434226)"
JG451909,10/05/2023 12:10:00 PM,057XX N RAVENSWOOD AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,2012,40,03,1163320,1938144,41.9859098,-87.674681039,"(41.9859098, -87.674681039)"
JG437412,09/24/2023 02:08:00 PM,048XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,933,20,14,1169142,1872597,41.805919708,-87.65517363,"(41.805919708, -87.65517363)"
JG438304,09/24/2023 01:26:00 AM,123XX S LOWE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,523,9,07,1174217,1822992,41.669685689,-87.638030354,"(41.669685689, -87.638030354)"
JG451853,10/05/2023 11:23:00 AM,011XX N CLARK ST,2027,NARCOTICS,POSSESS - CRACK,CTA BUS STOP,Y,N,1824,27,18,1175326,1908144,41.903327101,-87.631427409,"(41.903327101, -87.631427409)"
JG437076,09/24/2023 02:30:00 AM,064XX S RICHMOND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,823,15,14,1157820,1861859,41.776690789,-87.696990201,"(41.776690789, -87.696990201)"
JG436808,09/24/2023 05:55:00 AM,073XX N GREENVIEW AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,2423,49,03,1165020,1948934,42.015481761,-87.668120213,"(42.015481761, -87.668120213)"
JG452304,10/05/2023 05:18:00 PM,035XX W CHICAGO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1121,27,04B,1152820,1905111,41.895479821,-87.714177247,"(41.895479821, -87.714177247)"
JG444588,09/16/2023 07:00:00 PM,040XX W FOSTER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,N,N,1712,39,11,1148478,1934248,41.97551915,-87.72937061,"(41.97551915, -87.72937061)"
JG436686,09/24/2023 01:00:00 AM,010XX W RANDOLPH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1224,27,07,1169327,1901202,41.884410376,-87.653664839,"(41.884410376, -87.653664839)"
JG437385,09/24/2023 01:45:00 PM,074XX S OAKLEY AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,835,18,07,1162358,1855341,41.758711125,-87.680535346,"(41.758711125, -87.680535346)"
JG453727,10/05/2023 07:00:00 PM,003XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1225,27,06,1163119,1898512,41.877161446,-87.676536946,"(41.877161446, -87.676536946)"
JG451744,10/05/2023 10:35:00 AM,042XX N LINCOLN AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,N,N,1911,47,08A,1161360,1928326,41.959009912,-87.682164298,"(41.959009912, -87.682164298)"
JG451861,10/05/2023 12:00:00 PM,031XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1124,28,14,1155497,1899851,41.880992442,-87.704486793,"(41.880992442, -87.704486793)"
JG453050,10/05/2023 03:42:00 PM,001XX S STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,112,34,08B,1176401,1899781,41.880354393,-87.627731367,"(41.880354393, -87.627731367)"
JG452095,10/05/2023 03:00:00 PM,015XX E 75TH ST,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,324,8,03,1187762,1855563,41.758753595,-87.587425173,"(41.758753595, -87.587425173)"
JG433066,09/20/2023 04:45:00 PM,013XX W CHICAGO AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,N,N,1213,27,08B,1167336,1905474,41.896176088,-87.660853065,"(41.896176088, -87.660853065)"
JG451768,10/05/2023 10:15:00 AM,031XX W ROOSEVELT RD,0810,THEFT,OVER $500,STREET,N,N,1022,24,06,1155802,1894546,41.866428839,-87.703509785,"(41.866428839, -87.703509785)"
JG437876,09/25/2023 01:00:00 AM,053XX S DAMEN AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,932,16,07,1163927,1869314,41.797022081,-87.674392638,"(41.797022081, -87.674392638)"
JG439187,09/25/2023 11:55:00 PM,069XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,734,17,14,1168860,1858654,41.767664563,-87.656610393,"(41.767664563, -87.656610393)"
JG441140,09/25/2023 08:00:00 PM,040XX W SCHUBERT AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,N,N,2524,31,07,1148933,1917638,41.929931208,-87.728128736,"(41.929931208, -87.728128736)"
JG439273,09/25/2023 11:00:00 PM,019XX W 34TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,912,11,07,1163899,1881812,41.831318626,-87.674143745,"(41.831318626, -87.674143745)"
JG443609,09/25/2023 08:06:00 AM,009XX W DIVERSEY PKWY,0820,THEFT,$500 AND UNDER,ATM (AUTOMATIC TELLER MACHINE),N,N,1933,44,06,1169315,1918782,41.932651187,-87.653197025,"(41.932651187, -87.653197025)"
JG438264,09/25/2023 09:00:00 AM,041XX S DREXEL BLVD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,214,4,04A,1182843,1877480,41.819011385,-87.604772103,"(41.819011385, -87.604772103)"
JG469285,10/18/2023 06:39:00 PM,018XX W MONTEREY AVE,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,2212,19,06,1166084,1830700,41.691014016,-87.667578189,"(41.691014016, -87.667578189)"
JG469239,10/18/2023 07:51:00 PM,065XX S WESTERN AVE,0460,BATTERY,SIMPLE,RESTAURANT,Y,N,832,16,08B,1161496,1861276,41.775015522,-87.683530209,"(41.775015522, -87.683530209)"
JG468631,10/18/2023 10:45:00 AM,073XX S WOLCOTT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,735,17,11,1164959,1855972,41.76038812,-87.670985015,"(41.76038812, -87.670985015)"
JG468543,10/18/2023 12:09:00 PM,092XX S FOREST AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,633,6,06,1179878,1843702,41.726389584,-87.616681246,"(41.726389584, -87.616681246)"
JG468151,10/18/2023 05:20:00 AM,063XX W GRACE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1633,38,06,1133462,1924597,41.949313067,-87.784817875,"(41.949313067, -87.784817875)"
JG544871,12/14/2023 03:00:00 PM,006XX N PARKSIDE AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1511,29,06,1138568,1903679,41.891820533,-87.76655687,"(41.891820533, -87.76655687)"
JG453430,10/06/2023 02:30:00 PM,009XX W NORTH AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,N,N,1822,27,11,1169722,1910844,41.910860038,-87.651933148,"(41.910860038, -87.651933148)"
JG440010,09/26/2023 03:26:00 PM,024XX W JARVIS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,Y,N,2411,50,04A,1158835,1949037,42.015894034,-87.69087606,"(42.015894034, -87.69087606)"
JG440542,09/26/2023 09:30:00 PM,077XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,421,7,14,1194205,1854061,41.754476264,-87.563861673,"(41.754476264, -87.563861673)"
JG439955,09/26/2023 11:22:00 AM,012XX N LA SALLE DR,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,Y,N,1821,2,18,1174908,1908617,41.904634411,-87.63294861,"(41.904634411, -87.63294861)"
JG440110,09/26/2023 04:00:00 PM,069XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,734,17,14,1168860,1858654,41.767664563,-87.656610393,"(41.767664563, -87.656610393)"
JG440480,09/26/2023 08:50:00 PM,081XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,414,8,08B,1190941,1851421,41.747311359,-87.575908178,"(41.747311359, -87.575908178)"
JG440356,09/26/2023 06:30:00 PM,061XX S SEELEY AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,714,16,04B,1163754,1863751,41.781760135,-87.675183218,"(41.781760135, -87.675183218)"
JG440099,09/26/2023 03:38:00 PM,016XX W HURON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,1215,1,24,1165384,1904755,41.89424486,-87.668042826,"(41.89424486, -87.668042826)"
JG443393,09/26/2023 09:00:00 PM,002XX E 95TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",SMALL RETAIL STORE,N,N,511,9,11,1179729,1842043,41.721840482,-87.617277592,"(41.721840482, -87.617277592)"
JG447933,09/16/2023 07:08:00 PM,010XX W MADISON ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1232,34,06,1169700,1900215,41.881693864,-87.652323905,"(41.881693864, -87.652323905)"
JG439825,09/26/2023 12:00:00 PM,042XX N GREENVIEW AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1912,47,06,1165310,1928084,41.95826257,-87.667649433,"(41.95826257, -87.667649433)"
JG460494,09/01/2023 02:00:00 PM,073XX N SHERIDAN RD,0810,THEFT,OVER $500,SIDEWALK,N,N,2423,49,06,1165888,1948964,42.015545527,-87.664925419,"(42.015545527, -87.664925419)"
JG454501,10/06/2023 10:00:00 PM,0000X W BURTON PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,1824,2,14,1175912,1910389,41.909474306,-87.62920724,"(41.909474306, -87.62920724)"
JG468055,10/18/2023 02:00:00 AM,047XX W RICE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1111,37,08B,1144437,1905229,41.895965505,-87.74496335,"(41.895965505, -87.74496335)"
JG448604,09/02/2023 10:00:00 PM,024XX N MOZART ST,0810,THEFT,OVER $500,STREET,N,N,1414,1,06,1156960,1916237,41.925927494,-87.69866959,"(41.925927494, -87.69866959)"
JG441773,09/27/2023 05:00:00 PM,053XX S DR MARTIN LUTHER KING JR DR,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,231,3,07,1179829,1869802,41.798011899,-87.616063534,"(41.798011899, -87.616063534)"
JG441547,09/27/2023 03:54:00 PM,076XX S OGLESBY AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,414,7,06,1193194,1854783,41.756482243,-87.567543052,"(41.756482243, -87.567543052)"
JG444596,09/27/2023 02:20:00 PM,005XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1214,27,11,1170562,1904031,41.892146408,-87.649046949,"(41.892146408, -87.649046949)"
JG443923,09/27/2023 04:30:00 PM,013XX N DEAN ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1433,1,06,1164704,1909358,41.906890265,-87.670409615,"(41.906890265, -87.670409615)"
JG441702,09/27/2023 07:47:00 PM,038XX N CICERO AVE,2022,NARCOTICS,POSSESS - COCAINE,STREET,Y,N,1731,45,18,1143688,1924913,41.949994461,-87.747220162,"(41.949994461, -87.747220162)"
JG484027,10/30/2023 04:30:00 AM,072XX N WESTERN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,2411,50,08A,1159015,1947908,42.012792317,-87.690244927,"(42.012792317, -87.690244927)"
JG441763,09/27/2023 06:00:00 PM,039XX W GRENSHAW ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1132,24,07,1150300,1894750,41.867097632,-87.723702988,"(41.867097632, -87.723702988)"
JG513841,11/22/2023 11:30:00 AM,066XX S BELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,832,16,08B,1162546,1860606,41.773155114,-87.679699703,"(41.773155114, -87.679699703)"
JG514535,11/22/2023 06:50:00 PM,029XX W ALTGELD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1414,1,06,1156173,1916473,41.926591044,-87.701555048,"(41.926591044, -87.701555048)"
JG459621,10/07/2023 03:33:00 PM,018XX W MAYPOLE AVE,0810,THEFT,OVER $500,SIDEWALK,N,N,1223,27,06,1164094,1901067,41.884152048,-87.672884839,"(41.884152048, -87.672884839)"
JG460345,10/07/2023 08:00:00 PM,022XX S Michigan Ave,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,131,3,06,1177560,1889535,41.852212512,-87.62378665,"(41.852212512, -87.62378665)"
JG454390,10/07/2023 09:22:00 AM,013XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JG514768,11/22/2023 11:00:00 AM,067XX S CLYDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,331,5,14,1191369,1860794,41.77302129,-87.574036742,"(41.77302129, -87.574036742)"
JG446127,09/28/2023 10:00:00 PM,030XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1222,27,07,1156164,1900529,41.882839503,-87.702019291,"(41.882839503, -87.702019291)"
JG442505,09/28/2023 12:00:00 PM,027XX W OGDEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1023,28,07,1158162,1892811,41.861619981,-87.694893335,"(41.861619981, -87.694893335)"
JG441971,09/28/2023 05:15:00 AM,055XX S ASHLAND AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,715,16,04B,1166617,1867978,41.79329893,-87.66456619,"(41.79329893, -87.66456619)"
JG443047,09/28/2023 10:24:00 PM,024XX W SCHUBERT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,N,Y,1411,35,08B,1159709,1917867,41.930344048,-87.68852331,"(41.930344048, -87.68852331)"
JG442759,09/28/2023 05:28:00 PM,046XX S RACINE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,924,15,08B,1169107,1873952,41.809638732,-87.655262788,"(41.809638732, -87.655262788)"
JG514422,11/22/2023 03:42:00 PM,020XX W FARGO AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,2424,49,06,1161568,1949266,42.016465687,-87.680813065,"(42.016465687, -87.680813065)"
JG560400,12/31/2023 12:40:00 AM,008XX E 80TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,N,N,631,8,03,1183204,1852140,41.749467765,-87.604236059,"(41.749467765, -87.604236059)"
JG470217,10/19/2023 02:25:00 PM,044XX W CORTLAND ST,0810,THEFT,OVER $500,APARTMENT,N,Y,2533,26,06,1146294,1912253,41.915204952,-87.737963854,"(41.915204952, -87.737963854)"
JG541319,12/14/2023 07:40:00 PM,001XX S CLINTON ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,121,34,08B,1172752,1899632,41.88002707,-87.641134401,"(41.88002707, -87.641134401)"
JG470721,10/19/2023 07:30:00 PM,030XX W FRANKLIN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1221,27,07,1155804,1903175,41.890107642,-87.70326989,"(41.890107642, -87.70326989)"
JG470719,10/19/2023 09:56:00 PM,031XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1124,28,14,1155497,1899851,41.880992442,-87.704486793,"(41.880992442, -87.704486793)"
JG470946,10/19/2023 10:30:00 PM,079XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,611,17,07,1164407,1852066,41.749681142,-87.673117976,"(41.749681142, -87.673117976)"
