CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JH277612,05/24/2024 07:18:00 PM,053XX W BARRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,2514,31,08B,1140208,1920092,41.936829757,-87.760130939,"(41.936829757, -87.760130939)"
JH299166,06/09/2024 08:00:00 AM,035XX N KEATING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,1731,30,14,1144202,1923132,41.945097578,-87.745375642,"(41.945097578, -87.745375642)"
JH299763,06/09/2024 05:30:00 PM,087XX S EGGLESTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2223,21,06,1174828,1846922,41.735339576,-87.635084092,"(41.735339576, -87.635084092)"
JH300459,06/10/2024 04:10:00 PM,009XX W DIVERSEY PKWY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1933,44,06,1169315,1918782,41.932651187,-87.653197025,"(41.932651187, -87.653197025)"
JH300080,06/10/2024 11:02:00 AM,015XX E 75TH ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,STREET,Y,N,324,8,24,1187762,1855563,41.758753595,-87.587425173,"(41.758753595, -87.587425173)"
JH299825,06/10/2024 02:45:00 AM,102XX S FOREST AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,511,9,14,1180056,1837094,41.708252315,-87.616230832,"(41.708252315, -87.616230832)"
JH300139,06/10/2024 12:05:00 PM,003XX N MORGAN ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,ABANDONED BUILDING,N,N,1214,27,04A,1169706,1902756,41.888666413,-87.652227818,"(41.888666413, -87.652227818)"
JH300761,06/10/2024 06:27:00 PM,003XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1225,27,08B,1163119,1898512,41.877161446,-87.676536946,"(41.877161446, -87.676536946)"
JH299969,06/10/2024 10:38:00 AM,002XX E 95TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,AUTO / BOAT / RV DEALERSHIP,N,N,511,9,26,1179729,1842043,41.721840482,-87.617277592,"(41.721840482, -87.617277592)"
JH308517,05/30/2024 12:00:00 AM,032XX N HAMLIN AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1732,30,06,1150490,1921237,41.939776863,-87.722312866,"(41.939776863, -87.722312866)"
JH301899,06/11/2024 08:30:00 AM,042XX N LINCOLN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GROCERY FOOD STORE,N,Y,1911,47,26,1161360,1928326,41.959009912,-87.682164298,"(41.959009912, -87.682164298)"
JH301318,06/11/2024 09:32:00 AM,115XX S YALE AVE,0810,THEFT,OVER $500,STREET,N,N,522,9,06,1176677,1828402,41.68447675,-87.628865215,"(41.68447675, -87.628865215)"
JH302745,06/11/2024 10:00:00 PM,075XX N HOYNE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,N,N,2424,49,07,1160971,1950001,42.018495011,-87.682989305,"(42.018495011, -87.682989305)"
JH309827,05/24/2024 01:20:00 PM,005XX N ARMOUR ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1215,1,06,1166076,1903771,41.89152994,-87.66552946,"(41.89152994, -87.66552946)"
JH303759,06/12/2024 10:30:00 PM,057XX S HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,715,15,14,1164997,1866692,41.789804415,-87.670542943,"(41.789804415, -87.670542943)"
JH302855,06/12/2024 11:20:00 AM,007XX N HOMAN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1121,27,18,1153577,1904762,41.894507107,-87.711406242,"(41.894507107, -87.711406242)"
JH303180,06/12/2024 02:10:00 PM,013XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JH311807,06/13/2024 12:00:00 AM,073XX S WOLCOTT AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,735,17,11,1164959,1855972,41.76038812,-87.670985015,"(41.76038812, -87.670985015)"
JH303060,06/12/2024 01:00:00 PM,076XX S EAST END AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,414,8,06,1188863,1854602,41.756090258,-87.583420843,"(41.756090258, -87.583420843)"
JH303259,06/12/2024 04:14:00 PM,009XX W DIVERSEY PKWY,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,1933,44,06,1169315,1918782,41.932651187,-87.653197025,"(41.932651187, -87.653197025)"
JH304477,06/13/2024 01:35:00 PM,043XX S ARCHER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,922,12,15,1155915,1875617,41.814483142,-87.703604442,"(41.814483142, -87.703604442)"
JH305026,06/13/2024 07:16:00 PM,008XX N MARSHFIELD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1213,1,26,1165245,1905608,41.896588511,-87.668529054,"(41.896588511, -87.668529054)"
JH305130,06/13/2024 11:10:00 PM,008XX N CENTRAL PARK AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1121,27,18,1152233,1905273,41.895935969,-87.716328893,"(41.895935969, -87.716328893)"
JH304873,06/13/2024 06:00:00 PM,013XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,STREET,N,N,1424,1,08B,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JH304589,06/13/2024 12:40:00 PM,122XX S STATE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,523,9,26,1178458,1823871,41.672002853,-87.622482364,"(41.672002853, -87.622482364)"
JH305042,06/13/2024 09:15:00 PM,049XX N KENTUCKY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1712,39,14,1145105,1932311,41.970268463,-87.741823647,"(41.970268463, -87.741823647)"
JH306877,06/14/2024 10:00:00 PM,030XX E 91ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,424,10,14,1198215,1845212,41.730094592,-87.549461987,"(41.730094592, -87.549461987)"
JH306402,06/14/2024 09:30:00 AM,062XX S DR MARTIN LUTHER KING JR DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,311,20,26,1179993,1863678,41.781203314,-87.615649592,"(41.781203314, -87.615649592)"
JH307670,06/14/2024 04:15:00 PM,003XX N MORGAN ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,VEHICLE NON-COMMERCIAL,N,N,1214,27,07,1169706,1902756,41.888666413,-87.652227818,"(41.888666413, -87.652227818)"
JH305364,06/14/2024 07:05:00 AM,013XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JH309909,06/14/2024 07:00:00 PM,071XX S PARNELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),N,N,732,6,07,1173862,1857611,41.76469299,-87.638306789,"(41.76469299, -87.638306789)"
JH307386,06/14/2024 03:00:00 PM,076XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,623,6,05,1178036,1854473,41.755988398,-87.62310299,"(41.755988398, -87.62310299)"
JH306391,06/14/2024 09:00:00 PM,096XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2223,21,07,1173008,1840879,41.71879707,-87.641929654,"(41.71879707, -87.641929654)"
JH307144,06/15/2024 06:33:00 AM,064XX W 63RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,812,13,11,1134347,1862047,41.777651107,-87.783038486,"(41.777651107, -87.783038486)"
JH306610,06/15/2024 04:03:00 AM,074XX S VINCENNES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,731,6,14,1175923,1855674,41.759331691,-87.630810679,"(41.759331691, -87.630810679)"
JH306986,06/15/2024 11:00:00 AM,045XX S SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,821,12,07,1155459,1874401,41.811155434,-87.705309714,"(41.811155434, -87.705309714)"
JH306596,06/15/2024 02:00:00 AM,075XX S STONY ISLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,HOSPITAL BUILDING / GROUNDS,N,N,411,8,04B,1188234,1855158,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
JH307414,06/15/2024 05:12:00 PM,007XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1524,37,08B,1138893,1904338,41.893623014,-87.765347251,"(41.893623014, -87.765347251)"
JH307629,06/15/2024 06:15:00 PM,001XX W JACKSON BLVD,0870,THEFT,POCKET-PICKING,RESTAURANT,N,N,122,34,06,1174916,1898956,41.878123916,-87.633208786,"(41.878123916, -87.633208786)"
JH310155,06/16/2024 06:00:00 PM,004XX S HALSTED ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,1232,34,06,1171116,1898180,41.876078732,-87.647184169,"(41.876078732, -87.647184169)"
JH307902,06/16/2024 02:48:00 AM,026XX W LUTHER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),Y,Y,1034,25,08B,1159216,1887538,41.84712874,-87.691169039,"(41.84712874, -87.691169039)"
JH310886,06/17/2024 08:27:00 AM,059XX W CORTLAND ST,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,2531,29,06,1136300,1911837,41.914247906,-87.774691247,"(41.914247906, -87.774691247)"
JH311248,06/17/2024 07:30:00 PM,016XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1234,25,14,1163971,1892006,41.859290468,-87.673592243,"(41.859290468, -87.673592243)"
JH310603,06/17/2024 11:51:00 PM,068XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,321,6,14,1181741,1859877,41.770732791,-87.609358427,"(41.770732791, -87.609358427)"
JH308218,06/16/2024 10:05:00 AM,039XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1723,33,08A,1149377,1931608,41.968257372,-87.726133447,"(41.968257372, -87.726133447)"
JH309365,06/17/2024 12:00:00 AM,008XX N MAPLEWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1211,36,07,1159248,1905487,41.896381879,-87.690558323,"(41.896381879, -87.690558323)"
JH279446,05/26/2024 10:11:00 AM,0000X E 71ST ST,0460,BATTERY,SIMPLE,STREET,Y,N,322,6,08B,1177845,1857946,41.765523024,-87.623697962,"(41.765523024, -87.623697962)"
JH244342,04/30/2024 07:10:00 AM,0000X W 87TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,634,21,08A,1177005,1847275,41.736259509,-87.627097858,"(41.736259509, -87.627097858)"
JG482810,10/29/2023 02:03:00 AM,048XX W MADISON ST,0460,BATTERY,SIMPLE,STREET,N,N,1533,28,08B,1144172,1899587,41.880488177,-87.746078466,"(41.880488177, -87.746078466)"
JH162891,02/23/2024 12:50:00 PM,024XX N PULASKI RD,0460,BATTERY,SIMPLE,CTA BUS,Y,N,2524,35,08B,1149312,1915823,41.924943337,-87.72678318,"(41.924943337, -87.72678318)"
JH246670,05/01/2024 07:00:00 PM,0000X W MADISON ST,0810,THEFT,OVER $500,STREET,N,N,112,34,06,1176050,1900379,41.882003251,-87.629002167,"(41.882003251, -87.629002167)"
JH302684,06/12/2024 08:49:00 AM,023XX N NEVA AVE,0810,THEFT,OVER $500,SIDEWALK,Y,Y,2512,29,06,1128195,1915049,41.923203058,-87.804395529,"(41.923203058, -87.804395529)"
JG420605,09/09/2023 02:00:00 PM,030XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,STREET,N,N,1733,33,06,1155486,1926437,41.95394683,-87.703810594,"(41.95394683, -87.703810594)"
JH247284,05/02/2024 08:45:00 AM,106XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,512,9,06,1182336,1834490,41.701054195,-87.607961726,"(41.701054195, -87.607961726)"
JH117031,01/09/2024 03:06:00 AM,014XX W GRAND AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1215,1,06,1166810,1903592,41.891023043,-87.662838966,"(41.891023043, -87.662838966)"
JG442894,09/28/2023 03:00:00 PM,027XX W GIDDINGS ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,1911,40,08A,1157177,1931436,41.967630122,-87.697457891,"(41.967630122, -87.697457891)"
JG414088,09/06/2023 02:30:00 PM,007XX S STATE ST,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",SCHOOL - PUBLIC BUILDING,Y,N,123,4,04B,1176470,1897063,41.872894484,-87.627560076,"(41.872894484, -87.627560076)"
JH107637,12/31/2023 02:00:00 PM,034XX S BELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,912,12,05,1161919,1881748,41.831184466,-87.681410324,"(41.831184466, -87.681410324)"
JG494845,11/07/2023 09:35:00 AM,044XX N LINCOLN AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1911,47,08B,1160812,1929365,41.96187239,-87.684150031,"(41.96187239, -87.684150031)"
JG539277,12/10/2023 06:58:00 PM,001XX N LA SALLE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,GOVERNMENT BUILDING / PROPERTY,N,N,122,42,26,1175114,1900975,41.883659738,-87.632421239,"(41.883659738, -87.632421239)"
JH161790,02/19/2024 01:00:00 AM,027XX S HOMAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1032,22,07,1154144,1885530,41.841721113,-87.709836833,"(41.841721113, -87.709836833)"
JG470365,10/19/2023 04:30:00 PM,042XX N LOWELL AVE,0810,THEFT,OVER $500,STREET,N,N,1722,39,06,1146460,1928006,41.958429434,-87.736951366,"(41.958429434, -87.736951366)"
JH269151,05/18/2024 09:05:00 PM,048XX S CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,814,22,16,1145172,1872210,41.805343087,-87.743097373,"(41.805343087, -87.743097373)"
JH186336,03/12/2024 09:30:00 PM,045XX S DRAKE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,821,12,07,1153502,1874285,41.810876135,-87.712490987,"(41.810876135, -87.712490987)"
JG438731,09/25/2023 04:15:00 PM,032XX W NORTH AVE,0460,BATTERY,SIMPLE,STREET,N,N,1422,26,08B,1154133,1910443,41.910085217,-87.70921241,"(41.910085217, -87.70921241)"
JH233850,04/21/2024 04:50:00 PM,034XX S MICHIGAN AVE,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",NURSING / RETIREMENT HOME,N,N,211,3,08B,1177756,1882311,41.832384884,-87.623286482,"(41.832384884, -87.623286482)"
JG431951,09/20/2023 02:30:00 PM,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1824,2,06,1175324,1908199,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
JH186067,03/13/2024 09:45:00 AM,124XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,523,9,08B,1177193,1822468,41.668181343,-87.627154327,"(41.668181343, -87.627154327)"
JG515804,11/11/2023 12:00:00 AM,040XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,921,12,06,1161037,1877874,41.820572084,-87.684753761,"(41.820572084, -87.684753761)"
JH153950,02/13/2024 12:00:00 AM,009XX W 34TH PL,0820,THEFT,$500 AND UNDER,STREET,N,N,913,11,06,1170576,1882015,41.831732468,-87.649639423,"(41.831732468, -87.649639423)"
JH106848,01/06/2024 03:00:00 PM,071XX S CALUMET AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,323,6,08B,1179713,1857804,41.765090867,-87.616855532,"(41.765090867, -87.616855532)"
JH174692,03/04/2024 07:00:00 AM,048XX N MOODY AVE,0810,THEFT,OVER $500,STREET,N,N,1622,45,06,1134196,1931765,41.968969858,-87.781950211,"(41.968969858, -87.781950211)"
JG525582,12/02/2023 06:34:00 AM,082XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,613,17,08B,1168763,1850120,41.744248219,-87.657211779,"(41.744248219, -87.657211779)"
JH111689,01/10/2024 10:01:00 PM,029XX W 65TH ST,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,STREET,Y,N,831,15,18,1157916,1861396,41.7754183,-87.696650833,"(41.7754183, -87.696650833)"
JG519932,11/27/2023 09:25:00 PM,048XX N MILWAUKEE AVE,031A,ROBBERY,ARMED - HANDGUN,RESTAURANT,N,N,1623,45,03,1139794,1931670,41.968608464,-87.761368487,"(41.968608464, -87.761368487)"
JG493840,11/06/2023 02:54:00 PM,043XX S ARCHER AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,821,12,15,1155614,1875367,41.813803157,-87.704715262,"(41.813803157, -87.704715262)"
JH250369,05/04/2024 01:00:00 PM,028XX W ESTES AVE,0580,STALKING,SIMPLE,STREET,N,N,2411,50,08A,1156187,1946959,42.010246054,-87.700676398,"(42.010246054, -87.700676398)"
JG481661,10/28/2023 03:04:00 AM,048XX N BROADWAY,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,2033,46,03,1167431,1932676,41.970817703,-87.659719176,"(41.970817703, -87.659719176)"
JH239456,04/16/2024 10:55:00 AM,073XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2423,49,08A,1166081,1948481,42.014216031,-87.664229139,"(42.014216031, -87.664229139)"
JH250535,05/04/2024 07:22:00 PM,016XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,CTA BUS,N,N,1231,27,08A,1165742,1894778,41.866859553,-87.667012497,"(41.866859553, -87.667012497)"
JH185293,03/12/2024 04:50:00 PM,003XX S DEARBORN ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,Y,N,113,4,24,1175987,1898789,41.877641617,-87.629281395,"(41.877641617, -87.629281395)"
JH224619,04/14/2024 10:00:00 AM,041XX W 21ST PL,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,Y,1012,24,08A,1149080,1889435,41.85253631,-87.72831931,"(41.85253631, -87.72831931)"
JH153168,02/15/2024 10:25:00 AM,053XX S TALMAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,923,14,04A,1159614,1869058,41.796409218,-87.690216023,"(41.796409218, -87.690216023)"
JH258754,05/11/2024 01:45:00 AM,073XX S KENWOOD AVE,0460,BATTERY,SIMPLE,STREET,Y,N,324,8,08B,1186479,1856599,41.761626906,-87.592094503,"(41.761626906, -87.592094503)"
JH180420,03/08/2024 01:15:00 PM,016XX W MELROSE ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1922,32,06,1164732,1921639,41.94058948,-87.669957758,"(41.94058948, -87.669957758)"
JG463275,10/14/2023 12:05:00 PM,071XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,324,7,08B,1188770,1857964,41.765318105,-87.583654287,"(41.765318105, -87.583654287)"
JH235732,04/22/2024 08:00:00 PM,038XX W CERMAK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1013,22,07,1151228,1889110,41.851602669,-87.720443951,"(41.851602669, -87.720443951)"
JH125441,01/23/2024 04:00:00 PM,034XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,915,11,06,1171534,1881930,41.831478244,-87.646126931,"(41.831478244, -87.646126931)"
JH155843,02/17/2024 01:30:00 PM,035XX S WESTERN BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,912,12,15,1161093,1881324,41.830038123,-87.684452738,"(41.830038123, -87.684452738)"
JH206795,03/30/2024 12:00:00 AM,025XX E 72ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,334,7,14,1194327,1858010,41.765309622,-87.563285045,"(41.765309622, -87.563285045)"
JG475749,10/23/2023 04:14:00 PM,021XX E 87TH ST,0460,BATTERY,SIMPLE,STREET,N,N,412,8,08B,1191768,1847705,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
JG429899,09/18/2023 07:00:00 PM,084XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,834,18,06,1151202,1848394,41.739872397,-87.721602794,"(41.739872397, -87.721602794)"
JH107563,01/07/2024 10:20:00 AM,010XX W GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,712,16,08B,1170408,1868214,41.793864772,-87.650658094,"(41.793864772, -87.650658094)"
JG490243,11/03/2023 04:00:00 PM,0000X S STATE ST,0810,THEFT,OVER $500,RESTAURANT,N,N,112,34,06,1176389,1900253,41.881649859,-87.627761181,"(41.881649859, -87.627761181)"
JH125338,01/20/2024 05:30:00 PM,012XX W 78TH PL,0810,THEFT,OVER $500,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,612,17,06,1169552,1852731,41.75139611,-87.654245291,"(41.75139611, -87.654245291)"
JG459113,10/11/2023 04:25:00 AM,010XX N RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1112,27,07,1151193,1906623,41.899660964,-87.720113179,"(41.899660964, -87.720113179)"
JH106509,01/03/2024 12:00:00 AM,020XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1235,25,14,1168016,1890434,41.854890512,-87.658789694,"(41.854890512, -87.658789694)"
JH157350,02/19/2024 12:35:00 AM,017XX W PETERSON AVE,5112,OTHER OFFENSE,GUN OFFENDER - DUTY TO REPORT CHANGE OF INFORMATION,STREET,Y,N,2012,40,26,1163843,1939929,41.990796843,-87.672706831,"(41.990796843, -87.672706831)"
JH265149,05/15/2024 07:38:00 PM,016XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,1424,1,11,1164808,1908052,41.903304304,-87.670064675,"(41.903304304, -87.670064675)"
JH114293,01/12/2024 06:00:00 PM,074XX N HOYNE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2424,49,07,1160972,1949166,42.016203731,-87.68300897,"(42.016203731, -87.68300897)"
JH304855,05/28/2024 03:00:00 PM,050XX S LAKE SHORE DR SB,0820,THEFT,$500 AND UNDER,STREET,N,N,222,5,06,1189076,1871993,41.803807415,-87.58208345,"(41.803807415, -87.58208345)"
JH227831,04/16/2024 07:30:00 AM,016XX W HARRISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING / GROUNDS,N,N,1231,27,11,1165405,1897441,41.874174223,-87.668173907,"(41.874174223, -87.668173907)"
JH138322,02/03/2024 06:22:00 AM,046XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,924,15,08B,1164133,1873957,41.809758696,-87.673506502,"(41.809758696, -87.673506502)"
JG494822,11/07/2023 08:39:00 AM,001XX W DIVISION ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,GROCERY FOOD STORE,N,N,1821,2,03,1175207,1908349,41.903892302,-87.631858359,"(41.903892302, -87.631858359)"
JH183666,02/02/2024 10:00:00 AM,074XX S RHODES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,323,6,11,1181191,1855884,41.759788276,-87.611497328,"(41.759788276, -87.611497328)"
JH165830,02/26/2024 01:36:00 AM,077XX S ESSEX AVE,0810,THEFT,OVER $500,APARTMENT,Y,Y,421,7,06,1194205,1854081,41.754531146,-87.563861017,"(41.754531146, -87.563861017)"
JH157430,02/18/2024 08:00:00 PM,037XX N Hermitage Ave,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1922,47,14,1164011,1924881,41.949500977,-87.672515817,"(41.949500977, -87.672515817)"
JH184084,03/08/2024 07:00:00 PM,001XX N WELLS ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,122,42,06,1174701,1901579,41.885326396,-87.633919718,"(41.885326396, -87.633919718)"
JH113149,01/12/2024 04:35:00 AM,040XX W POLK ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,1132,24,15,1149560,1896139,41.870923599,-87.726383597,"(41.870923599, -87.726383597)"
JH291621,06/04/2024 10:05:00 AM,011XX N CICERO AVE,0460,BATTERY,SIMPLE,STREET,N,N,1531,37,08B,1144161,1906969,41.90074545,-87.745933297,"(41.90074545, -87.745933297)"
JH196253,02/29/2024 09:40:00 AM,024XX N SACRAMENTO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1414,35,06,1155961,1916199,41.925843451,-87.702341464,"(41.925843451, -87.702341464)"
JH304609,06/13/2024 11:54:00 AM,089XX S MERRILL AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,413,7,06,1192061,1846183,41.732910688,-87.57197406,"(41.732910688, -87.57197406)"
JH193023,03/18/2024 08:44:00 PM,018XX E 84TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,412,8,26,1190076,1849649,41.742469678,-87.57913464,"(41.742469678, -87.57913464)"
JH147203,02/10/2024 10:32:00 AM,023XX W AUGUSTA BLVD,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,ALLEY,N,N,1212,36,07,1160672,1906600,41.899406647,-87.685297356,"(41.899406647, -87.685297356)"
JG432832,09/20/2023 09:00:00 PM,040XX W KAMERLING AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,2534,37,05,1149215,1908687,41.905363356,-87.72732488,"(41.905363356, -87.72732488)"
JH229026,04/17/2024 03:20:00 PM,045XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1712,39,06,1145104,1931518,41.968092429,-87.741847455,"(41.968092429, -87.741847455)"
JH188278,03/15/2024 02:10:00 AM,068XX S ANTHONY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,322,6,14,1180265,1859695,41.770267331,-87.614774403,"(41.770267331, -87.614774403)"
JG526862,12/02/2023 05:30:00 PM,109XX S VERNON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,513,9,06,1181185,1832500,41.695619892,-87.61223726,"(41.695619892, -87.61223726)"
